Asset,Method,Pivot,c1,c2,g1,g2,w1,a1,b1,w2,a2,b2,p11,p22
^FTSE,gray,^GSPC,-0.021340977831073967,-8.72736316849045e-05,0.21458204418073834,-0.00016584665028969892,0.2535326867170708,0.3390708267581465,0.6609269726339946,0.0001,0.0001,0.0001,0.7388824362478192,0.462669904411501
^FTSE,plugin,^GSPC,-0.0001316857499894715,0.021942619415850358,0.0006274746353338977,0.14178395948097267,0.0001,0.0001,0.0001,0.1020912400883816,0.2768070712147063,0.7228881382152011,0.4882876185206264,0.750215995466291
^FTSE,quadrature,^GSPC,0.09165893882417891,-9.318965115074028e-05,0.14606097625093517,-2.2109602247593302e-05,0.18608760971379903,0.3088936086096296,0.6910930358553495,0.0001,0.0001,0.0001,0.7506394607405678,0.48532533278061896
^FTSE,particle,^GSPC,0.0,0.0,0.1,0.1,0.1,0.1,0.7,0.2,0.2,0.6,0.9,0.9
^N225,gray,^GSPC,-0.03786043883219626,-0.04285439167718057,0.4056566306814161,0.2094695516508847,0.799037538306814,0.0974600072239114,0.9,0.02531246491228911,0.11723627224546922,0.007401997127379034,0.2865402608614892,0.38524089180246956
^N225,plugin,^GSPC,0.02565964956299425,-0.00013373714455899738,0.62789640420999,-0.0002344738303738273,0.12797454116503446,0.17672794703087397,0.7710646258306844,0.0001,0.0001,0.0001,0.7530097732005242,0.529215038917793
^N225,quadrature,^GSPC,0.01627332350712625,-0.00030055495925787823,0.6280633896515664,9.520743887800119e-05,0.2268492624598849,0.17319204639098404,0.8265998061587,0.0001,0.0001,0.0001,0.720264024024946,0.4536000864428076
^N225,particle,^GSPC,-1.166780930203811e-06,-1.166780930203811e-06,0.0999988098834512,0.0999988098834512,0.09999997668771703,0.10000018668494884,0.6999998366740053,0.20000042004113489,0.19999995335209841,0.599999860009624,0.8999997923129944,0.9000000210020568
^IXIC,gray,^GSPC,0.05093110348492979,0.12852038381447903,-0.0714436893450973,-0.07205789585488594,0.24195479218806623,0.15878410595574693,0.8411493623264167,0.0001,0.09485242118791345,0.6967860091143461,0.8581098893919993,0.8672287873126308
^IXIC,plugin,^GSPC,5.995502256597633e-05,0.07113353183691909,-0.0012915111665030307,-0.10727976788255088,0.0001,0.0001,0.00044148967393684816,0.19626879199331038,0.25514423492817045,0.7448525130073209,0.44968196163381635,0.7300765614372314
^IXIC,quadrature,^GSPC,0.11814536968072245,0.07183438136906826,-0.29523928325223897,-0.003626242878829961,0.5152494927913427,0.25170433326600217,0.748280426542947,0.08712037614398145,0.12860590997398597,0.3365875334530753,0.8120313413131971,0.8529929182627543
^IXIC,particle,^GSPC,4.6597890905120835e-09,4.6526232912581835e-09,0.04999999526310948,0.050000004606658405,0.2999999997114393,0.05000000079823557,0.8500000000391023,0.09999999987687246,0.08000000076288935,0.7799999993098542,0.9499999991283279,0.8000000001639824
EEM,gray,^GSPC,-0.011235869141752397,0.00023558266758573552,-0.09461514930913507,0.0003343101812175048,0.4380741478480521,0.1824647357808148,0.813354877017306,0.0001,0.0001,0.0001,0.750778887888549,0.46970302428267047
EEM,plugin,^GSPC,-2.0210126786962186e-05,0.03501093680747595,-5.5451370045914214e-05,-0.07493856335157713,0.0001,0.0001,0.0001,0.06426987443190593,0.11953269834073312,0.8795938690597518,0.5192084472681603,0.768849206718099
EEM,quadrature,^GSPC,-0.13438812505112055,6.78000734074853e-05,-0.22347802971278505,-0.003918703776732008,0.8549342007787819,0.6399815438810952,0.3581339311036963,0.0001,0.10892701932054488,0.0001,0.5021414440272339,0.4843653953705826
EEM,particle,^GSPC,2.074743293344445e-06,2.074743293344445e-06,0.0999978837618408,0.0999978837618408,0.10000078840245148,0.099999958546629,0.7000000829897317,0.20000074690758562,0.19999991705176315,0.6000001244845976,0.8999996306956938,0.9000000373453793
VTV,gray,^GSPC,0.0868726483939325,-0.022774188555077873,-0.010662478541501616,0.0175745424958549,0.5309678070565256,0.24262419837884547,0.7556104501223119,0.00033264634121539294,0.006445685569414093,0.0006885147690933232,0.7298658605448468,0.6145147954354404
VTV,plugin,^GSPC,-7.504324235783526e-05,0.045857234250276206,-0.0004847186257369486,-0.011942370786575491,0.0001,0.0001,0.0005163517070450752,0.14231837705562708,0.3253577600622449,0.6741193084917821,0.5232114878466909,0.7446790740118178
VTV,quadrature,^GSPC,0.07342653557935508,-3.4634744821131557e-05,-0.005400215959745213,-0.0002771009463730207,0.25884456015834134,0.3503743515785051,0.6496249960187628,0.0001,0.0001,0.0001,0.7386890458485379,0.46138093090348165
VTV,particle,^GSPC,-3.1023849753888114e-06,3.023350177696078e-06,0.09999676689215033,0.10000301552549459,0.10000105627205877,0.1000004871676909,0.7000001637499524,0.20000109677565625,0.20000047424771697,0.600000150361092,0.8999994191740915,0.9000000357145954
